faculty_id,name,first_name,last_name,middle_names,other_name,degree,all_degrees_and_inst,all_degrees_only,research_areas,university_code,university,faculty,department,other_depts,primary_aff,membership,canada_research_chair,director,position,,full_time,adjunct,uni_email,other_email,uni_page,website,misc,twitter,phone,fax,gscholar,scopus,wos,orcid,researchgate,academicedu,linkedin
,Theodore Witek,Theodore,Witek,,Ted,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Andy Kin On Wong,Andy,Wong,Kin On,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Josephine Pui-​Hing Wong,Josephine,Wong,Pui-​Hing,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Peter Wong,Peter,Wong,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Thomas Wong,Thomas,Wong,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Sarah Woodruff,Sarah,Woodruff,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Wei Xu,Wei,Xu,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Barbara Yaffe,Barbara,Yaffe,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Basak Yanar,Basak,Yanar,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Aaron Yarmoshuk,Aaron,Yarmoshuk,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Karen Yoshida,Karen,Yoshida,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor Emerita,,,,,,,,,,,,,,,,,,
,Cheryl Young,Cheryl,Young,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Eric Young,Eric,Young,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Jesse T Young,Jesse,Young,T,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Catherine Yu,Catherine,Yu,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Sheila Yuen,Sheila,Yuen,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Lecturer,,,,,,,,,,,,,,,,,,
,Clement Zai,Clement,Zai,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Camellia Zakaria,Camellia,Zakaria,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,David Zakus,David,Zakus,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Mesfin Zbelo,Mesfin,Zbelo,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Junqiang Zhao,Junqiang,Zhao,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Stanley H Zlotkin,Stanley,Zlotkin,H,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
